"UO";"EIXO";"ANO";"MES";"SIGLA";"FTE";"DS_FONTE_RECURSO";"CO";"DS_ACOMPANHAMENTO";"PROG";"NOME DO PROGRAMA";"PAOE";"NOME DA ACAO";"FUNCAO";"DS_FUNCAO";"SUBFUNCAO";"DS_SUBFUNCAO";"GR";"VL_ORCADO_INICIAL";"VL_PED";"VL_ORCADO_ATUAL";"VL_EMPENHADO";"VL_LIQUIDADO";"VL_PAGO";"VL_BLOQUEADO";"VL_CONTINGENCIADO";"VL_INDISPONIVEL";"SALDO"
"18202";8;2025;"valr_junho";"FAPERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";84;"Ciência, Tecnologia, Pesquisa e Desenvolvimento";3565;"Fomento a Programas de Empreendimentos Inovadores, Tecnológicos e Científicos. ";19;"Ciência e Tecnologia";573;"Difusão do Conhecimento Científico e Tecnológico";3;2944804;60000;2944804;60000;0;0;0;0;0;2884804
"19301";1;2025;"valr_junho";"DETRAN/RR";"1752";"Recursos Vinculados ao Trânsito";0;"Código Padrão";61;"Operações Especiais";2126;"Transferência de Recursos ao Fundo Nacional de Segurança e Educação de Trânsito - FUNSET";6;"Segurança Pública";845;"Outras Transferências";3;366000;360000;366000;360000;144050,32;144050,32;0;0;0;6000
"15101";1;2025;"valr_junho";"SEGAD";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4308;"Manutenção de Serviços Administrativos Gerais da SEGAD";4;"Administração";122;"Administração Geral";3;1865973;1103211,06;1765473;1098488,55;962937,98;948621,98;0;0;0;662261,94
"23601";3;2025;"valr_junho";"FEAS";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";93;"Planejamento e Gestão das Políticas de Assistência Social";2472;"Aprimoramento da Gestão do Trabalho e Educação Permanente do SUAS";8;"Assistência Social";122;"Administração Geral";3;529838;80180;529838;80180;180;180;0;0;0;449658
"18303";1;2025;"valr_junho";"IATER-RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4272;"Manutenção de Serviços de Transportes do IATER";20;"Agricultura";122;"Administração Geral";3;630000;182520;630000;181620;61620;60000;0;0;0;447480
"19604";7;2025;"valr_junho";"FESP/RR";"1713";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2486;"Valorização dos Profissionais de Segurança Pública";6;"Segurança Pública";128;"Formação de Recursos Humanos";3;110988;0;110988;0;0;0;0;0;0;110988
"23601";3;2025;"valr_junho";"FEAS";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";83;"Proteção Social Básica";2476;"Apoio à Gestão do Programa Primeira Infância no SUAS / Criança Feliz";8;"Assistência Social";244;"Assistência Comunitária";3;15000;0;15000;0;0;0;0;0;0;15000
"17301";6;2025;"valr_junho";"IERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";67;"Desenvolvimento da Educação Superior";2396;"Atividade de Extensão, Graduação e Pós-Graduação";12;"Educação";364;"Ensino Superior";3;2865106,05;637022,22;2895106,05;637022,22;0;0;0;0;0;2258083,83
"23601";3;2025;"valr_junho";"FEAS";"1707";"Transferências da União - inciso I do art. 5º da Lei Complementar 173/2020";0;"Código Padrão";83;"Proteção Social Básica";2297;"Fortalecimento da Proteção Social Básica";8;"Assistência Social";244;"Assistência Comunitária";3;0;0;0;0;0;0;0;0;0;0
"18101";2;2025;"valr_junho";"SEADI";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";34;"Abastecimento Agroalimentar ";2284;"Suporte a Comercialização da Produção Agropecuária, Extrativista, Florestal e Agroindustrial";20;"Agricultura";605;"Abastecimento";4;20000;211567,48;212500;211567,48;63067,48;0;0;0;0;932,52
"17101";6;2025;"valr_junho";"SEED";"2569";"Outras Transferências de Recursos do FNDE - EA";0;"Código Padrão";80;"Desenvolvimento da Educação Básica";3576;"Transferências Discricionárias da Educação";12;"Educação";847;"Transferência para a Educação Básica";4;0;0;1876323,09;0;0;0;0;0;0;1876323,09
"27101";2;2025;"valr_junho";"SEPI";"2700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União - EA";0;"Código Padrão";87;"Gestão das Politicas de Etnodesenvolvimento";2299;"Promoção da Identidade Étnica e Patrimônio Sócio-Cultural dos Povos Indígenas";13;"Cultura";423;"Assistência aos Povos Indígenas";4;0;0;0;0;0;0;0;0;0;0
"23101";1;2025;"valr_junho";"SETRABES";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4321;"Manutenção de Serviços Administrativos Gerais da SETRABES";11;"Trabalho";122;"Administração Geral";4;200000;0;200000;0;0;0;0;0;0;200000
"36101";1;2025;"valr_junho";"SEGOD";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";18;"Gestão do Planejamento Governamental";2527;"Governo Digital";4;"Administração";126;"Tecnologia da Informação";1;3441094;3125811,76;3441094;3125811,76;1940460,34;1825353,8;0;0;0;315282,24
"19103";1;2025;"valr_junho";"PMRR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4416;"Administração de Recursos Humanos da PMRR";6;"Segurança Pública";122;"Administração Geral";1;418915000;213830965,15;417025000;211345965,15;236932294,08;197229029,64;0;6862500;6862500;196331534,85
"19103";1;2025;"valr_junho";"PMRR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4316;"Manutenção de Serviços Administrativos Gerais da PMRR";6;"Segurança Pública";122;"Administração Geral";3;19492790;19204039,59;21605390;19204039,59;18800199,35;18523816,36;0;0;0;2401350,41
"13107";1;2025;"valr_junho";"PROGE";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";15;"Segurança e Defesa do Estado";2022;"Acompanhamento de Processos e Assessoramento Jurídico";3;"Essencial à Justiça";92;"Representação Judicial e Extrajudicial";3;3183937;2147462,71;3201283,53;2115866,71;872712,26;832050,66;0;0;0;1053820,82
"20601";5;2025;"valr_junho";"FUNSESAU";"1600";"Transferências Fundo a Fundo SUS - Bloco de Manutenção das Ações e Serv. Púb. de Saúde";0;"Código Padrão";38;"Vigilância em Saúde";2177;"Implementação das Políticas de Vigilância Sanitária";10;"Saúde";304;"Vigilância Sanitária";3;990000;213622,1;990000;213562,1;204377,49;204377,49;0;0;0;776377,9
"13104";1;2025;"valr_junho";"SECOM";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4205;"Manutenção de Serviços de Transportes da SECOM";4;"Administração";122;"Administração Geral";3;1140000;601963,05;1140000;601963,05;226927,95;226927,95;0;0;0;538036,95
"18201";2;2025;"valr_junho";"FEMARH";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";82;"Gestão Ambiental e Promoção do Desenvolvimento Sustentável";2387;"Desenvolvimento Florestal Sustentável";18;"Gestão Ambiental";541;"Preservação e Conservação Ambiental";3;500000;0;500000;0;0;0;0;0;0;500000
"19102";7;2025;"valr_junho";"CBMRR";"2703";"Outras Transferências de Convênios ou Instrumentos Congêneres de outras Entidades - EA";0;"Código Padrão";12;"Prevenção, Combate a Sinistro e Defesa Civil ao Cidadão";2050;"Prevenção e Combate a Sinistros";6;"Segurança Pública";182;"Defesa Civil";3;0;200000;450000;200000;101843,19;101843,19;0;0;0;250000
"23601";3;2025;"valr_junho";"FEAS";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";83;"Proteção Social Básica";2297;"Fortalecimento da Proteção Social Básica";8;"Assistência Social";244;"Assistência Comunitária";4;2850000;0;2550000;0;0;0;0;0;0;2550000
"22101";1;2025;"valr_junho";"SEFAZ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";51;"Fortalecimento e Modernização da Gestão Fiscal ";3168;"Aperfeiçoamento da Tecnologia de Informação Fazendária";4;"Administração";129;"Administração de Receitas";4;35000;0;35000;0;0;0;0;0;0;35000
"19105";7;2025;"valr_junho";"PCRR";"2500";"Recursos não Vinculados de Impostos - EA";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2048;"Polícia Judiciária Civil";6;"Segurança Pública";181;"Policiamento";4;0;0;44295,26;0;0;0;0;0;0;44295,26
"19103";7;2025;"valr_junho";"PMRR";"2706";"Transferência Especial da União - EA";3110;"Emendas Parlamentares Individuais - União";37;"Segurança e Defesa do Cidadão";2049;"Policiamento Preventivo";6;"Segurança Pública";181;"Policiamento";4;0;0;0;0;0;0;0;0;0;0
"21101";4;2025;"valr_junho";"SEINF";"2700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União - EA";0;"Código Padrão";75;"Infraestrutura do Sistema Viário";2229;"Pavimentação de Rodovias Estaduais";26;"Transporte";782;"Transporte Rodoviário";4;0;0;0;0;0;0;0;0;0;0
"18201";2;2025;"valr_junho";"FEMARH";"2749";"Outras Vinculações de Transferências - EA";0;"Código Padrão";82;"Gestão Ambiental e Promoção do Desenvolvimento Sustentável";2334;"Gestão do Monitoramento e Fiscalização Ambiental";18;"Gestão Ambiental";541;"Preservação e Conservação Ambiental";1;0;878000;1205000;878000;792062,88;792062,88;0;0;0;327000
"18302";1;2025;"valr_junho";"ADERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4450;"Administração de Recursos Humanos da ADERR";20;"Agricultura";122;"Administração Geral";1;45704588;33895160,26;45704588;33895160,26;23164479,08;21692851,19;0;0;0;11809427,74
"13101";1;2025;"valr_junho";"CASA CIVIL";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4303;"Manutenção de Serviços Administrativos Gerais da CASA CIVIL";4;"Administração";122;"Administração Geral";3;1066040;486038,35;1140040;485846,35;150177,95;130307,45;0;0;0;654001,65
"19101";1;2025;"valr_junho";"SESP";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4355;"Manutenção de Serviços Administrativos Gerais da SESP";6;"Segurança Pública";122;"Administração Geral";3;1151000;459661,35;1151000;459661,35;70531,23;69461,31;0;0;0;691338,65
"23601";3;2025;"valr_junho";"FEAS";"2660";"Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS - EA";0;"Código Padrão";93;"Planejamento e Gestão das Políticas de Assistência Social";2343;"Apoio às Ações de Planejamento, Monitoramento e Controle do SUAS-RR";8;"Assistência Social";122;"Administração Geral";3;0;0;16651,32;0;0;0;0;0;0;16651,32
"18501";1;2025;"valr_junho";"CODESAIMA";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4357;"Manutenção de Serviços Administrativos Gerais da CODESAIMA";16;"Habitação";122;"Administração Geral";3;108632;2014,94;108632;2014,94;218,09;148,09;0;0;0;106617,06
"17101";1;2025;"valr_junho";"SEED";"2553";"Transferências de Recursos do FNDE - Programa Nacional de Apoio ao Transporte Escolar (PNATE) - EA";0;"Código Padrão";10;"Apoio Administrativo";4211;"Manutenção de Serviços de Transportes da SEED";4;"Administração";122;"Administração Geral";3;0;5058854,1;5058854,1;5058854,1;708750,05;708750,05;0;0;0;0
"19301";7;2025;"valr_junho";"DETRAN/RR";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";37;"Segurança e Defesa do Cidadão";2046;"Emissão e Renovação da Carteira Nacional de Habilitação";6;"Segurança Pública";183;"Informação e Inteligência";3;1656282;4165910;6656282;4165910;2571060;2571060;0;0;0;2490372
"18603";2;2025;"valr_junho";"FDI  ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";72;"Desenvolvimento dos Setores Produtivos";2358;"Apoio Financeiro ao Setor Produtivo - FDI";22;"Indústria";661;"Promoção Industrial";3;25635;0;25635;0;0;0;0;0;0;25635
"21101";4;2025;"valr_junho";"SEINF";"1700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";0;"Código Padrão";75;"Infraestrutura do Sistema Viário";2222;"Pavimentação de Rodovias Federais";26;"Transporte";782;"Transporte Rodoviário";4;20000000;0;20000000;0;0;0;0;5000000;5000000;15000000
"21101";4;2025;"valr_junho";"SEINF";"1700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";0;"Código Padrão";75;"Infraestrutura do Sistema Viário";2440;"Implantação e Gestão de Aeródromos";26;"Transporte";781;"Transporte Aéreo";4;5000000;5000000;5000000;0;0;0;0;0;0;0
"22302";3;2025;"valr_junho";"IPEM/RR";"1700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";0;"Código Padrão";62;"Proteção e Segurança ao Consumidor";3548;"Construção de Unidades de Fiscalização e Aferição do IPEMRR";4;"Administração";122;"Administração Geral";4;10000;0;10000;0;0;0;0;0;0;10000
"18301";2;2025;"valr_junho";"ITERAIMA";"1756";"Recursos de Alienação de Bens/Ativos - Administração Indireta";0;"Código Padrão";35;"Regularização Fundiária";2345;"Implementação da Política de Colonização e de Assentamento";21;"Organização Agrária";632;"Colonização";4;309600;0;702500;0;0;0;0;0;0;702500
"18202";8;2025;"valr_junho";"FAPERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";84;"Ciência, Tecnologia, Pesquisa e Desenvolvimento";2502;"Promoção da Pesquisa do Conhecimento Científico, Tecnológico e Inovador";19;"Ciência e Tecnologia";573;"Difusão do Conhecimento Científico e Tecnológico";4;204000;8900;213000;8900;8750;8750;0;0;0;204100
"17101";6;2025;"valr_junho";"SEED";"1500";"Recursos não Vinculados de Impostos ";1001;"Manutenção e Desenvolvimento do Ensino - MDE";24;"Desenvolvimento da Educação Profissional";2199;"Manutenção e Fortalecimento da Educação Profissional";12;"Educação";363;"Ensino Profissional";4;1000000;0;1000000;0;0;0;0;0;0;1000000
"23601";3;2025;"valr_junho";"FEAS";"1660";"Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS";0;"Código Padrão";83;"Proteção Social Básica";2477;"Apoio à Gestão do Programa Bolsa Família - PBF";8;"Assistência Social";244;"Assistência Comunitária";4;0;0;0;0;0;0;0;0;0;0
"35101";1;2025;"valr_junho";"SELC ";"2706";"Transferência Especial da União - EA";3110;"Emendas Parlamentares Individuais - União";18;"Gestão do Planejamento Governamental";2526;"Gestão de Licitação e Contratação";4;"Administração";122;"Administração Geral";4;0;0;0;0;0;0;0;0;0;0
"13111";1;2025;"valr_junho";"SERBRAS";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4356;"Manutenção de Serviços Administrativos Gerais da SERBRAS";4;"Administração";122;"Administração Geral";3;390384;78859,74;338384;78859,74;11216,02;10341,02;0;0;0;259524,26
"13103";1;2025;"valr_junho";"CASA MILITAR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";60;"Operacionalização da Representação Civil e Política do Governo Estadual";2156;"Segurança de Autoridades";4;"Administração";181;"Policiamento";3;4547800;2276035,65;5145690;2271715,65;735687,92;731127,92;0;0;0;2869654,35
"36101";1;2025;"valr_junho";"SEGOD";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";18;"Gestão do Planejamento Governamental";2527;"Governo Digital";4;"Administração";126;"Tecnologia da Informação";3;7902002;51372;7902002;51372;5455,7;5455,7;0;0;0;7850630
"22301";1;2025;"valr_junho";"JUCERR";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4534;"Ações de Informática da JUCERR";23;"Comércio e Serviço";122;"Administração Geral";3;569160;216602,2;569160;148754,68;59811,62;59811,62;0;0;0;352557,8
"18302";2;2025;"valr_junho";"ADERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";33;"Defesa Agropecuária";2381;"Defesa Sanitária Animal";20;"Agricultura";609;"Defesa Agropecuária";3;1938035,1;642972,77;918212,1;620520;477400;477400;0;0;0;275239,33
"13107";1;2025;"valr_junho";"PROGE";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4207;"Manutenção de Serviços de Transportes da PROGE";3;"Essencial à Justiça";122;"Administração Geral";3;112608;80000;198354;80000;6341,79;6341,79;0;0;0;118354
"17101";6;2025;"valr_junho";"SEED";"1599";"Outros Recursos Vinculados à Educação";0;"Código Padrão";30;"Desenvolvimento do Desporto e do Lazer";2275;"Apoio a Eventos Desportivos e de Lazer Comunitário";27;"Desporto e Lazer";812;"Desporto Comunitário";3;477070;0;477070;0;0;0;0;0;0;477070
"22302";1;2025;"valr_junho";"IPEM/RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4135;"Manutenção e Conservação de Bens Imóveis do IPEM";4;"Administração";122;"Administração Geral";3;1876000;344000;1876000;344000;49567,89;45970,13;0;0;0;1532000
"26601";7;2025;"valr_junho";"FUNPER";"2759";"Recursos Vinculados a Fundos - EA";0;"Código Padrão";36;"Gestão do Sistema Penitenciário";2386;"Operacionalização do Fundo Penitenciário do Estado de Roraima - FUNPER";14;"Direitos à Cidadania";421;"Custódia e Reintegração Social";3;0;0;0;0;0;0;0;0;0;0
"21101";4;2025;"valr_junho";"SEINF";"2720";"Transf. da União Ref. ás Part. na Exp. de Petróleo e Gás Natural Destinadas ao FEP - EA";0;"Código Padrão";43;"Infraestrutura em Obras Públicas e Urbanismo ";3536;"Obras de Infraestrutura Urbanística";15;"Urbanismo";451;"Infraestrutura Urbana";3;0;0;0;0;0;0;0;0;0;0
"20601";5;2025;"valr_junho";"FUNSESAU";"2600";"Transferências Fundo a Fundo SUS - Bloco de Manutenção das Ações e Serv. Púb. de Saúde - EA";0;"Código Padrão";78;"Atenção Integral à Saúde";2179;"Fortalecimento da Atenção Primária à Saúde";10;"Saúde";301;"Atenção Básica";3;0;7931476,88;7946050,89;7931476,88;7764639,9;7764639,9;0;0;0;14574,01
"11601";1;2025;"valr_junho";"FMTCE/RR";"1759";"Recursos Vinculados a Fundos";0;"Código Padrão";2;"Execução do Controle Externo";2152;"Operacionalização do Fundo de Modernização";1;"Legislativa";32;"Controle Externo";4;20303;0;20303;0;0;0;0;0;0;20303
"12601";1;2025;"valr_junho";"FUNDEJURR";"1759";"Recursos Vinculados a Fundos";0;"Código Padrão";3;"Prestação Jurisdicional da Justiça Estadual";2438;"Gestão da Infraestrutura das Instalações Físicas";2;"Judiciária";61;"Ação Judiciária";4;500000;161885;200000;161885;103885;103885;0;0;0;38115
"25601";1;2025;"valr_junho";"FUEMP/RR ";"1759";"Recursos Vinculados a Fundos";0;"Código Padrão";4;"Defesa da Ordem Jurídica e dos Interesses Sociais e Individuais Indisponíveis";2249;"Operacionalização do Fundo Especial do MPE";3;"Essencial à Justiça";62;"Defesa do Interesse Público no Processo Judiciário";4;371672;0;371672;0;0;0;0;0;0;371672
"19105";7;2025;"valr_junho";"PCRR";"2706";"Transferência Especial da União - EA";3110;"Emendas Parlamentares Individuais - União";37;"Segurança e Defesa do Cidadão";3290;"Construção das Unidades de Polícia Civil e Técnica";6;"Segurança Pública";181;"Policiamento";4;0;0;1005239,07;0;0;0;0;0;0;1005239,07
"22101";1;2025;"valr_junho";"SEFAZ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4520;"Ações de Informática da SEFAZ";4;"Administração";122;"Administração Geral";4;624158;18900;624158;18900;18900;18900;0;0;0;605258
"22101";1;2025;"valr_junho";"SEFAZ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4320;"Manutenção de Serviços Administrativos Gerais da SEFAZ";4;"Administração";122;"Administração Geral";4;468550;28245,84;468550;28245,84;0;0;0;0;0;440304,16
"17201";6;2025;"valr_junho";"UERR";"1570";"Transferências do Governo Federal - Convênios e Instrumentos Congêneres vinculados à Educação";0;"Código Padrão";67;"Desenvolvimento da Educação Superior";3396;"Aparelhamento das Unidades Educacionais da Educação Superior";12;"Educação";364;"Ensino Superior";4;0;0;1188000;0;0;0;0;0;0;1188000
"28301";1;2025;"valr_junho";"DER/RR em Extinção";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";66;"Extinção e Liquidação de Entidades Públicas Estaduais";3377;"Departamento de Estradas de Rodagens em Extinção";28;"Encargos Especiais";846;"Outros Encargos Especiais";1;792483;428498,13;792483;428498,13;374267,61;374267,61;0;0;0;363984,87
"19103";7;2025;"valr_junho";"PMRR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2049;"Policiamento Preventivo";6;"Segurança Pública";181;"Policiamento";3;10903311;7667717,49;10566700,4;4019647,08;3499107,14;3462706,24;0;50000;50000;2848982,91
"22302";1;2025;"valr_junho";"IPEM/RR";"1700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";0;"Código Padrão";10;"Apoio Administrativo";4335;"Manutenção de Serviços Administrativos Gerais do IPEM";4;"Administração";122;"Administração Geral";3;253200;22785;253200;22785;1625;1625;0;0;0;230415
"19301";1;2025;"valr_junho";"DETRAN/RR";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4331;"Manutenção de Serviços Administrativos Gerais do DETRAN";6;"Segurança Pública";122;"Administração Geral";3;7375561;9548300,45;15212161;9508000,45;6596500,29;6596500,29;0;0;0;5663860,55
"19102";1;2025;"valr_junho";"CBMRR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4315;"Manutenção de Serviços Administrativos Gerais do CBMRR";6;"Segurança Pública";122;"Administração Geral";3;6306578;3743222,02;6810578;3743222,02;3743222,02;3725718,85;0;0;0;3067355,98
"23101";3;2025;"valr_junho";"SETRABES";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";93;"Planejamento e Gestão das Políticas de Assistência Social";2497;"Fortalecimento do Conselho Estadual da Crianca e do Adolescente - CEDCAR";8;"Assistência Social";122;"Administração Geral";3;334000;109217;334000;109217;51138,4;46854,98;0;0;0;224783
"18302";2;2025;"valr_junho";"ADERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";33;"Defesa Agropecuária";2380;"Serviços de Inspeção e Fiscalização Vegetal";20;"Agricultura";609;"Defesa Agropecuária";3;885105;84000;84000;84000;15800;15800;0;0;0;0
"22302";1;2025;"valr_junho";"IPEM/RR";"2700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União - EA";0;"Código Padrão";10;"Apoio Administrativo";4535;"Ações de Informática do IPEM";4;"Administração";122;"Administração Geral";3;0;79676,08;88320,82;79676,08;43667,11;43667,11;0;0;0;8644,74
"22302";1;2025;"valr_junho";"IPEM/RR";"2700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União - EA";0;"Código Padrão";10;"Apoio Administrativo";4235;"Manutenção de Serviços de Transportes do IPEM";4;"Administração";122;"Administração Geral";3;0;77281,39;88467,52;77281,39;20602,88;20602,88;0;0;0;11186,13
"23601";3;2025;"valr_junho";"FEAS";"2707";"Transferências da União - inciso I do art. 5º da Lei Complementar 173/2020 - EA";0;"Código Padrão";55;"Proteção Social Especial";2540;"Proteção Social Especial em Situações de Emergência e/ou Estado de Calamidade Pública";8;"Assistência Social";244;"Assistência Comunitária";3;0;0;173608,79;0;0;0;0;0;0;173608,79
"21601";4;2025;"valr_junho";"FEIT";"1750";"Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE";0;"Código Padrão";75;"Infraestrutura do Sistema Viário";3447;"Desenvolvimento da Infra-Estrutura de Transportes";26;"Transporte";782;"Transporte Rodoviário";4;5674612;4404572,83;5674612;4404572,83;2855340,28;2855340,28;0;0;0;1270039,17
"18201";2;2025;"valr_junho";"FEMARH";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";82;"Gestão Ambiental e Promoção do Desenvolvimento Sustentável";2489;"Gestão e Controle Florestal ";18;"Gestão Ambiental";541;"Preservação e Conservação Ambiental";4;170000;0;170000;0;0;0;0;0;0;170000
"18303";2;2025;"valr_junho";"IATER-RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";58;"Assistência Técnica e Extensão Rural ";2209;"Implementação dos Serviços de Assistência Técnica e Extensão Rural";20;"Agricultura";606;"Extensão Rural";4;600000;600000;600000;600000;0;0;0;0;0;0
"20601";5;2025;"valr_junho";"FUNSESAU";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";78;"Atenção Integral à Saúde";2251;"Assistência Farmacêutica e Insumos Estratégicos";10;"Saúde";302;"Assistência Hospitalar e Ambulatorial";3;7248530,25;1431053,03;11422742,35;1431053,03;1431053,03;0;0;2562106,05;2562106,05;7429583,27
"21101";4;2025;"valr_junho";"SEINF";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";75;"Infraestrutura do Sistema Viário";2226;"Manutenção de Estradas Vicinais";26;"Transporte";782;"Transporte Rodoviário";3;163217262,62;71433035,7;117266286,06;66568994,82;56709942,51;56028137,23;0;1662106,05;1662106,05;44171144,31
"17101";6;2025;"valr_junho";"SEED";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";80;"Desenvolvimento da Educação Básica";2536;"Manutenção de Serviços de Transporte Escolar - Ensino Fundamental";12;"Educação";361;"Ensino Fundamental";3;0;13930931,25;18101547,28;12280931,25;12280931,25;12186597,55;0;0;0;4170616,03
"23101";3;2025;"valr_junho";"SETRABES";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";85;"Desenvolvimento Social";2469;"Fortalecimento da Política Pública para a Juventude";8;"Assistência Social";244;"Assistência Comunitária";3;529500;249448;1153712,1;249448;126476;126476;0;0;0;904264,1
"17201";6;2025;"valr_junho";"UERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";67;"Desenvolvimento da Educação Superior";2241;"Realização de Cursos de Extensão Universitária";12;"Educação";364;"Ensino Superior";3;1982945;774477,68;1612945;774477,68;97633,51;96654,35;0;143305;143305;695162,32
"18303";2;2025;"valr_junho";"IATER-RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";34;"Abastecimento Agroalimentar ";2509;"Organização da Produção e Abastecimento de Centrais de Distribuição de Produtos da Agricultura Familiar       ";20;"Agricultura";605;"Abastecimento";3;1360600;583457,36;1360600;583457,36;73762,36;73762,36;0;0;0;777142,64
"13102";1;2025;"valr_junho";"VICE";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4504;"Ações de Informática da Vice Governadoria";4;"Administração";122;"Administração Geral";3;2000;0;2000;0;0;0;0;0;0;2000
"21101";4;2025;"valr_junho";"SEINF";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";75;"Infraestrutura do Sistema Viário";2227;"Manutenção de Obras de Artes Especiais";26;"Transporte";782;"Transporte Rodoviário";3;16700000;14212106,05;21712106,05;14212106,05;7701789,99;7581400,01;0;0;0;7500000
"19301";7;2025;"valr_junho";"DETRAN/RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2288;"Educação Para o Trânsito";6;"Segurança Pública";131;"Comunicação Social";3;2400000;746900;2400000;746900;426800;426800;0;1000000;1000000;653100
"15101";1;2025;"valr_junho";"SEGAD";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";69;"Gestão de Patrimônio";2167;"Administração dos Bens Patrimoniais";4;"Administração";122;"Administração Geral";3;320000;343211,61;366939,65;123211,61;87680,7;87680,7;0;0;0;23728,04
"15101";1;2025;"valr_junho";"SEGAD";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";69;"Gestão de Patrimônio";3527;"Construção de Edifícios Pertencentes a SEGAD";4;"Administração";122;"Administração Geral";4;40000;0;0;0;0;0;0;0;0;0
