"UO";"EIXO";"ANO";"MES";"SIGLA";"FTE";"DS_FONTE_RECURSO";"CO";"DS_ACOMPANHAMENTO";"PROG";"NOME DO PROGRAMA";"PAOE";"NOME DA ACAO";"FUNCAO";"DS_FUNCAO";"SUBFUNCAO";"DS_SUBFUNCAO";"GR";"VL_ORCADO_INICIAL";"VL_PED";"VL_ORCADO_ATUAL";"VL_EMPENHADO";"VL_LIQUIDADO";"VL_PAGO";"VL_BLOQUEADO";"VL_CONTINGENCIADO";"VL_INDISPONIVEL";"SALDO"
"19103";7;2025;"valr_marco";"PMRR";"2500";"Recursos não Vinculados de Impostos - EA";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2049;"Policiamento Preventivo";6;"Segurança Pública";181;"Policiamento";4;0;1931,32;1931,32;1931,32;0;0;0;0;0;0
"11601";1;2025;"valr_marco";"FMTCE/RR";"2759";"Recursos Vinculados a Fundos - EA";0;"Código Padrão";2;"Execução do Controle Externo";2152;"Operacionalização do Fundo de Modernização";1;"Legislativa";32;"Controle Externo";4;0;469962,56;600000;91490;0;0;0;0;0;130037,44
"13103";1;2025;"valr_marco";"CASA MILITAR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";60;"Operacionalização da Representação Civil e Política do Governo Estadual";2156;"Segurança de Autoridades";4;"Administração";181;"Policiamento";1;7310594;3927000;7310594;3927000;1780817,62;1694079,27;0;0;0;3383594
"16101";1;2025;"valr_marco";"SEPLAN";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";18;"Gestão do Planejamento Governamental";2268;"Gestão de Convênios e Captação de Recursos Públicos";4;"Administração";121;"Planejamento e Orçamento";3;120000;0;120000;0;0;0;0;0;0;120000
"28301";1;2025;"valr_marco";"DER/RR em Extinção";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";66;"Extinção e Liquidação de Entidades Públicas Estaduais";3377;"Departamento de Estradas de Rodagens em Extinção";28;"Encargos Especiais";846;"Outros Encargos Especiais";3;365805;1500;365805;1500;99,41;99,41;0;0;0;364305
"27101";1;2025;"valr_marco";"SEPI";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4230;"Manutenção de Serviços de Transportes da  SEPI";20;"Agricultura";122;"Administração Geral";3;5206066;1279640;5206066;1279640;622370,59;622370,59;0;0;0;3926426
"13104";1;2025;"valr_marco";"SECOM";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";13;"Divulgação e Difusão de Informações";2017;"Produção e Divulgação de Matérias Institucionais";24;"Comunicações";721;"Comunicações Postais";3;21009230;5414390;21009230;5414390;2830915,97;2668315,97;0;0;0;15594840
"17101";6;2025;"valr_marco";"SEED";"1570";"Transferências do Governo Federal - Convênios e Instrumentos Congêneres vinculados à Educação";0;"Código Padrão";80;"Desenvolvimento da Educação Básica";3576;"Transferências Discricionárias da Educação";12;"Educação";847;"Transferência para a Educação Básica";3;3357944;0;3357944;0;0;0;0;0;0;3357944
"22101";1;2025;"valr_marco";"SEFAZ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4120;"Manutenção e Conservação de Bens Imóveis da SEFAZ";4;"Administração";122;"Administração Geral";3;1439360;684709,47;1439360;684709,47;182518,04;161765,41;0;0;0;754650,53
"20601";5;2025;"valr_marco";"FUNSESAU";"1600";"Transferências Fundo a Fundo SUS - Bloco de Manutenção das Ações e Serv. Púb. de Saúde";0;"Código Padrão";78;"Atenção Integral à Saúde";2435;"Regulação em Saúde Integrada aos Serviços do SUS";10;"Saúde";302;"Assistência Hospitalar e Ambulatorial";3;23239838;12695922,04;19239838;12695922,04;5628215,14;5628215,14;0;0;0;6543915,96
"19102";7;2025;"valr_marco";"CBMRR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";12;"Prevenção, Combate a Sinistro e Defesa Civil ao Cidadão";2368;"Reforma das Unidades de Bombeiros Militares";6;"Segurança Pública";182;"Defesa Civil";3;3500000;0;3500000;0;0;0;0;0;0;3500000
"21101";4;2025;"valr_marco";"SEINF";"1708";"Transferência da União Referente à Compensação Financeira de Recursos Minerais";0;"Código Padrão";42;"Inovação Tecnológica nas Telecomunicações";2413;"Fortalecimento de Redes de Radiocomunicações, Dados de Voz e Imagem no Estado";24;"Comunicações";722;"Telecomunicações";3;69630;0;69630;0;0;0;0;0;0;69630
"21501";1;2025;"valr_marco";"CERR";"2501";"Outros Recursos não Vinculados - EA";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4358;"Manutenção de Serviços Administrativos Gerais da CERR";25;"Energia";122;"Administração Geral";3;0;0;0;0;0;0;0;0;0;0
"18303";2;2025;"valr_marco";"IATER-RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";72;"Desenvolvimento dos Setores Produtivos";2511;"Fortalecimento do Associativismo, Cooperativismo e Empreendimentos Rurais";22;"Indústria";692;"Comercialização";4;300000;0;300000;0;0;0;0;0;0;300000
"19102";7;2025;"valr_marco";"CBMRR";"1700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";3120;"Emendas Parlamentares de Bancada - União";12;"Prevenção, Combate a Sinistro e Defesa Civil ao Cidadão";2050;"Prevenção e Combate a Sinistros";6;"Segurança Pública";182;"Defesa Civil";4;1500000;0;1500000;0;0;0;0;0;0;1500000
"18101";1;2025;"valr_marco";"SEADI";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";18;"Gestão do Planejamento Governamental";2481;"Planejamento, Desenvolvimento e Implementação do Zoneamento Ecológico-Econômico do Estado de Roraima - ZEE/RR";4;"Administração";127;"Ordenamento Territorial";4;500000;0;500000;0;0;0;0;0;0;500000
"13104";1;2025;"valr_marco";"SECOM";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4105;"Manutenção e Conservação de Bens Imóveis da SECOM";4;"Administração";122;"Administração Geral";4;75000;0;75000;0;0;0;0;0;0;75000
"13601";1;2025;"valr_marco";"FUNDEPRO/RR";"1759";"Recursos Vinculados a Fundos";0;"Código Padrão";15;"Segurança e Defesa do Estado";2261;"Operacionalização do Fundo Especial da Procuradoria-Geral do Estado de Roraima - FUNDEPRO/RR";3;"Essencial à Justiça";92;"Representação Judicial e Extrajudicial";4;100008;0;100008;0;0;0;0;2488,03;2488,03;97519,97
"01101";1;2025;"valr_marco";"ALE";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";1;"Atuação do Poder Legislativo";2011;"Implementação das Atividades Legislativas";1;"Legislativa";31;"Ação Legislativa";2;627000;581868,11;627000;581868,11;332130,41;332130,41;0;0;0;45131,89
"34601";3;2025;"valr_marco";"FUNCULTURA";"2719";"Transferências da Política Nac. Aldir Blanc de Fomento à Cultura";0;"Código Padrão";31;"Proteção, Produção e Difusão Cultural";3564;"Ação de Enfrentamento Emergencial Decorrente do Coronavírus (COVID - 19)";13;"Cultura";392;"Difusão Cultural";3;0;0;0;0;0;0;0;0;0;0
"16101";1;2025;"valr_marco";"SEPLAN";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";18;"Gestão do Planejamento Governamental";2246;"Gestão dos Instrumentos de Planejamento do Estado";4;"Administração";121;"Planejamento e Orçamento";3;1780000;0;1780000;0;0;0;0;0;0;1780000
"18101";8;2025;"valr_marco";"SEADI";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";84;"Ciência, Tecnologia, Pesquisa e Desenvolvimento";2419;"Gestão da Política de Ciência, Tecnologia e Inovação";19;"Ciência e Tecnologia";573;"Difusão do Conhecimento Científico e Tecnológico";3;568952;27216;568952;27216;27216;60;0;0;0;541736
"18101";2;2025;"valr_marco";"SEADI";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";72;"Desenvolvimento dos Setores Produtivos";2522;"Estímulo à Geração de Negócios e à Competitividade dos Setores Produtivos";23;"Comércio e Serviço";691;"Promoção Comercial";3;33300;0;33300;0;0;0;0;0;0;33300
"11601";1;2025;"valr_marco";"FMTCE/RR";"2759";"Recursos Vinculados a Fundos - EA";0;"Código Padrão";2;"Execução do Controle Externo";2152;"Operacionalização do Fundo de Modernização";1;"Legislativa";32;"Controle Externo";3;0;243264,17;1848417,17;231285,17;41495,17;41495,17;0;0;0;1605153
"18501";1;2025;"valr_marco";"CODESAIMA";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4157;"Manutenção e Conservação de Bens  Imóveis da CODESAIMA";16;"Habitação";122;"Administração Geral";3;2445496;2201613,36;2445496;2201613,36;14350,89;13430,89;0;0;0;243882,64
"19105";1;2025;"valr_marco";"PCRR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4214;"Manutenção de Serviços de Transportes da Polícia Civil";6;"Segurança Pública";122;"Administração Geral";3;3935000;960000;3935000;960000;528872,27;528872,27;0;0;0;2975000
"12601";1;2025;"valr_marco";"FUNDEJURR";"1759";"Recursos Vinculados a Fundos";0;"Código Padrão";3;"Prestação Jurisdicional da Justiça Estadual";2457;"Modernização e Expansão da Tecnologia da Informação e Comunicação";2;"Judiciária";61;"Ação Judiciária";3;7000000;5551175,69;12800000;5551175,69;664461,69;664461,69;0;0;0;7248824,31
"21101";4;2025;"valr_marco";"SEINF";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";43;"Infraestrutura em Obras Públicas e Urbanismo ";3536;"Obras de Infraestrutura Urbanística";15;"Urbanismo";451;"Infraestrutura Urbana";4;15272237,66;7795;9272237,66;0;0;0;0;1000000;1000000;8264442,66
"17101";6;2025;"valr_marco";"SEED";"1500";"Recursos não Vinculados de Impostos ";1001;"Manutenção e Desenvolvimento do Ensino - MDE";80;"Desenvolvimento da Educação Básica";3318;"Ampliação e Reforma da Rede Física de Centros e Unidades Administrativas da Educação";12;"Educação";368;"Educação Básica";4;1000000;0;0;0;0;0;0;0;0;0
"21101";4;2025;"valr_marco";"SEINF";"2706";"Transferência Especial da União - EA";3110;"Emendas Parlamentares Individuais - União";43;"Infraestrutura em Obras Públicas e Urbanismo ";3536;"Obras de Infraestrutura Urbanística";15;"Urbanismo";451;"Infraestrutura Urbana";4;0;0;0;0;0;0;0;0;0;0
"21101";4;2025;"valr_marco";"SEINF";"1754";"Recursos de Operações de Crédito";0;"Código Padrão";48;"Transmissão, Distribuição e Comercialização de Energia Elétrica";3450;"Execução e Gestão de Projetos de Infraestrutura em Energia Elétrica";25;"Energia";752;"Energia Elétrica";4;0;0;0;0;0;0;0;0;0;0
"33601";1;2025;"valr_marco";"FMMPC";"1759";"Recursos Vinculados a Fundos";0;"Código Padrão";2;"Execução do Controle Externo";2433;"Operacionalização do Fundo de Modernização e Aparelhamento do Ministério Público de Contas do Estado de Roraim";1;"Legislativa";32;"Controle Externo";4;149936;0;149936;0;0;0;0;0;0;149936
"12601";1;2025;"valr_marco";"FUNDEJURR";"1759";"Recursos Vinculados a Fundos";0;"Código Padrão";3;"Prestação Jurisdicional da Justiça Estadual";3574;"Aparelhamento do Fórum da Cidadania";2;"Judiciária";122;"Administração Geral";4;1000;0;1000;0;0;0;0;0;0;1000
"23601";3;2025;"valr_marco";"FEAS";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";83;"Proteção Social Básica";2515;"Desenvolvimento da Primeira Infância e da Infância no SUAS";8;"Assistência Social";244;"Assistência Comunitária";4;360000;0;360000;0;0;0;0;0;0;360000
"20601";5;2025;"valr_marco";"FUNSESAU";"2601";"Transferências Fundo a Fundo SUS - Bloco de Estruturação da Rede de Serv. Púb. de Saúde - EA";0;"Código Padrão";78;"Atenção Integral à Saúde";3298;"Aparelhamento de Unidades de Saúde";10;"Saúde";302;"Assistência Hospitalar e Ambulatorial";4;0;0;0;0;0;0;0;0;0;0
"18303";2;2025;"valr_marco";"IATER-RR";"2500";"Recursos não Vinculados de Impostos - EA";0;"Código Padrão";58;"Assistência Técnica e Extensão Rural ";3387;"Fortalecimento das Unidades de Assistência Técnica e Extensão Rural";20;"Agricultura";606;"Extensão Rural";4;0;0;0;0;0;0;0;0;0;0
"21501";1;2025;"valr_marco";"CERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4358;"Manutenção de Serviços Administrativos Gerais da CERR";25;"Energia";122;"Administração Geral";6;0;951200;951200;0;0;0;0;0;0;0
"13104";1;2025;"valr_marco";"SECOM";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4405;"Administração de Recursos Humanos da SECOM";4;"Administração";122;"Administração Geral";1;6355492;3515000;6355492;3515000;1569704,84;1377345,96;0;0;0;2840492
"18101";1;2025;"valr_marco";"SEADI";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4312;"Manutenção de Serviços Administrativos Gerais da SEADI";20;"Agricultura";122;"Administração Geral";3;3654750;164109,17;2549450;164109,17;19829,06;19049,06;0;0;0;2385340,83
"18302";2;2025;"valr_marco";"ADERR";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";33;"Defesa Agropecuária";2379;"Inspeção e Fiscalização de Produtos de Origem Animal";20;"Agricultura";609;"Defesa Agropecuária";3;209053;56776,42;209053;56776,42;12368;12368;0;0;0;152276,58
"19101";7;2025;"valr_marco";"SESP";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2398;"Gestão das Políticas de Segurança Pública";6;"Segurança Pública";183;"Informação e Inteligência";3;21457710;5100000;21357710;5100000;1897681,22;1897681,22;0;0;0;16257710
"18606";2;2025;"valr_marco";"FUNDER  ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";72;"Desenvolvimento dos Setores Produtivos";2356;"Apoio Financeiro ao Setor Produtivo - FUNDER";20;"Agricultura";608;"Promoção da Produção Agropecuária";3;138126;138126;138126;2700;0;0;0;0;0;0
"21101";4;2025;"valr_marco";"SEINF";"2500";"Recursos não Vinculados de Impostos - EA";0;"Código Padrão";43;"Infraestrutura em Obras Públicas e Urbanismo ";3536;"Obras de Infraestrutura Urbanística";15;"Urbanismo";451;"Infraestrutura Urbana";4;0;915793,34;915793,34;0;0;0;0;0;0;0
"20601";5;2025;"valr_marco";"FUNSESAU";"1631";"Transferências do Governo Federal - Convênios e Instrumentos Congêneres Vinculados à Saúde";0;"Código Padrão";78;"Atenção Integral à Saúde";3297;"Ampliação de Unidades de Saúde";10;"Saúde";302;"Assistência Hospitalar e Ambulatorial";4;0;0;0;0;0;0;0;0;0;0
"22101";1;2025;"valr_marco";"SEFAZ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4220;"Manutenção de Serviços de Transporte da SEFAZ";4;"Administração";122;"Administração Geral";4;1200000;0;1200000;0;0;0;0;0;0;1200000
"19103";1;2025;"valr_marco";"PMRR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4316;"Manutenção de Serviços Administrativos Gerais da PMRR";6;"Segurança Pública";122;"Administração Geral";4;2933;0;2933;0;0;0;0;0;0;2933
"13107";1;2025;"valr_marco";"PROGE";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";15;"Segurança e Defesa do Estado";2022;"Acompanhamento de Processos e Assessoramento Jurídico";3;"Essencial à Justiça";92;"Representação Judicial e Extrajudicial";4;300000;0;370000;0;0;0;0;0;0;370000
"23604";3;2025;"valr_marco";"FET/RR";"2500";"Recursos não Vinculados de Impostos - EA";0;"Código Padrão";54;"Mais Emprego";2487;"Fortalecimento da Política do Trabalho, Emprego e Renda";11;"Trabalho";331;"Proteção e Benefícios ao Trabalhador";4;0;0;54155,23;0;0;0;0;0;0;54155,23
"26101";7;2025;"valr_marco";"SEJUC";"2700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União - EA";0;"Código Padrão";36;"Gestão do Sistema Penitenciário";2123;"Manutenção do Sistema de Prisional";14;"Direitos à Cidadania";421;"Custódia e Reintegração Social";4;0;0;0;0;0;0;0;0;0;0
"13107";1;2025;"valr_marco";"PROGE";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4407;"Administração de Recursos Humanos da PROGE";3;"Essencial à Justiça";122;"Administração Geral";1;44509002;41335534,28;43427569,24;41335534,28;9804019,46;8463050,93;0;0;0;2092034,96
"18101";2;2025;"valr_marco";"SEADI";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";73;"Desenvolvimento e Fortalecimento da Agropecuária";2280;"Apoio ao Desenvolvimento da Produção Animal";20;"Agricultura";608;"Promoção da Produção Agropecuária";3;1000901;4200;1000901;4200;4200;3600;0;0;0;996701
"23101";1;2025;"valr_marco";"SETRABES";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4321;"Manutenção de Serviços Administrativos Gerais da SETRABES";11;"Trabalho";122;"Administração Geral";3;4137371;791424,73;4137371;774424,73;6296;6296;0;0;0;3345946,27
"18501";1;2025;"valr_marco";"CODESAIMA";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4357;"Manutenção de Serviços Administrativos Gerais da CODESAIMA";16;"Habitação";122;"Administração Geral";3;7878984;5000631,33;8338984;2497901,48;692266,34;613695,88;0;0;0;3338352,67
"13111";1;2025;"valr_marco";"SERBRAS";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4556;"Ações de Informática da SERBRAS";4;"Administração";122;"Administração Geral";3;420000;68276,65;420000;68276,65;12846,24;12846,24;0;0;0;351723,35
"19105";7;2025;"valr_marco";"PCRR";"2500";"Recursos não Vinculados de Impostos - EA";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2048;"Polícia Judiciária Civil";6;"Segurança Pública";181;"Policiamento";3;0;0;0;0;0;0;0;0;0;0
"17201";1;2025;"valr_marco";"UERR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4139;"Manutenção e Conservação de Bens Imóveis da UERR";12;"Educação";122;"Administração Geral";3;12360000;1890000;12135000;1890000;1071867,3;898911,75;0;225000;225000;10020000
"15601";1;2025;"valr_marco";"FUNFIPER";"1801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;"Código Padrão";65;"Gestão da Previdência Social do Estado de Roraima";2384;"Gestão do Fundo Financeiro da Previdência Social ao Servidor Contribuinte do Estado de Roraima";9;"Previdência Social";272;"Previdência do Regime Estatutário";3;16200000;0;16200000;0;0;0;0;0;0;16200000
"20601";1;2025;"valr_marco";"FUNSESAU";"2500";"Recursos não Vinculados de Impostos - EA";1002;"Ações e Serviços Públicos de Saúde - ASPS";10;"Apoio Administrativo";4317;"Manutenção de Serviços Administrativos Gerais da SESAU";10;"Saúde";122;"Administração Geral";3;0;0;0;0;0;0;0;0;0;0
"20601";5;2025;"valr_marco";"FUNSESAU";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";79;"Gestão da Política de Saúde";2499;"Recursos de Emendas Parlamentares na Modalidade Transferências Especiais Destinadas a Ações de Saúde";10;"Saúde";845;"Outras Transferências";4;20711534,77;2096633,31;20711534,77;572421,21;0;0;0;0;0;18614901,46
"19102";7;2025;"valr_marco";"CBMRR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";12;"Prevenção, Combate a Sinistro e Defesa Civil ao Cidadão";3477;"Construção das Unidades de Bombeiros Militares";6;"Segurança Pública";182;"Defesa Civil";4;1117410;0;1117410;0;0;0;0;0;0;1117410
"13107";1;2025;"valr_marco";"PROGE";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4507;"Ações de Informática da PROGE";3;"Essencial à Justiça";122;"Administração Geral";4;51012;0;51012;0;0;0;0;0;0;51012
"22101";1;2025;"valr_marco";"SEFAZ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";51;"Fortalecimento e Modernização da Gestão Fiscal ";2215;"Gestão Tributária Estadual";4;"Administração";129;"Administração de Receitas";4;1000000;0;0;0;0;0;0;0;0;0
"01601";1;2025;"valr_marco";"FUNESPLE";"1759";"Recursos Vinculados a Fundos";0;"Código Padrão";1;"Atuação do Poder Legislativo";2318;"Operacionalização do Fundo Especial do Poder Legislativo - FUNESPLE";1;"Legislativa";31;"Ação Legislativa";4;78068;0;78068;0;0;0;0;0;0;78068
"20601";5;2025;"valr_marco";"FUNSESAU";"1500";"Recursos não Vinculados de Impostos ";1002;"Ações e Serviços Públicos de Saúde - ASPS";78;"Atenção Integral à Saúde";3298;"Aparelhamento de Unidades de Saúde";10;"Saúde";302;"Assistência Hospitalar e Ambulatorial";4;12000;0;12000;0;0;0;0;0;0;12000
"22301";1;2025;"valr_marco";"JUCERR";"2501";"Outros Recursos não Vinculados - EA";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4434;"Administração de Recursos Humanos da JUCERR";23;"Comércio e Serviço";122;"Administração Geral";1;0;0;0;0;0;0;0;0;0;0
"22101";1;2025;"valr_marco";"SEFAZ";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4320;"Manutenção de Serviços Administrativos Gerais da SEFAZ";4;"Administração";122;"Administração Geral";3;9610666;2504086,26;12610666;2492185,85;915529,58;804998,45;0;0;0;10106579,74
"23601";3;2025;"valr_marco";"FEAS";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";93;"Planejamento e Gestão das Políticas de Assistência Social";2539;"Gestão do Cadastro Único no Sistema Único da Assistência Social";8;"Assistência Social";122;"Administração Geral";3;40000;60;40000;60;60;60;0;0;0;39940
"17201";6;2025;"valr_marco";"UERR";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";67;"Desenvolvimento da Educação Superior";2330;"Incentivo a Pós-Graduação e Pesquisa Científica Docente e Discente";12;"Educação";364;"Ensino Superior";3;0;0;0;0;0;0;0;0;0;0
"15301";1;2025;"valr_marco";"IPER";"1802";"Recursos Vinculados ao RPPS - Taxa de Administração";0;"Código Padrão";10;"Apoio Administrativo";4209;"Manutenção de Serviços de Transportes do IPER";9;"Previdência Social";122;"Administração Geral";3;182600;95319,92;182600;95319,92;16035,46;16035,46;0;0;0;87280,08
"26101";7;2025;"valr_marco";"SEJUC";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2186;"Gestão de Projetos de Fortalecimento da Cidadania";14;"Direitos à Cidadania";422;"Direitos Individuais, Coletivos e Difusos";3;10000;0;10000;0;0;0;0;0;0;10000
"19301";1;2025;"valr_marco";"DETRAN/RR";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4531;"Ações de Informática do DETRAN";6;"Segurança Pública";122;"Administração Geral";3;1210740;384093,54;1210740;372941,58;185079,56;185079,56;0;0;0;826646,46
"19105";7;2025;"valr_marco";"PCRR";"2706";"Transferência Especial da União - EA";3110;"Emendas Parlamentares Individuais - União";37;"Segurança e Defesa do Cidadão";2412;"Perícia Criminal";6;"Segurança Pública";183;"Informação e Inteligência";3;0;0;0;0;0;0;0;0;0;0
"12601";1;2025;"valr_marco";"FUNDEJURR";"2759";"Recursos Vinculados a Fundos - EA";0;"Código Padrão";3;"Prestação Jurisdicional da Justiça Estadual";2124;"Gestão das Atividades do FUNDEJURR";2;"Judiciária";61;"Ação Judiciária";3;0;0;3577000;0;0;0;0;0;0;3577000
"16101";1;2025;"valr_marco";"SEPLAN";"1754";"Recursos de Operações de Crédito";0;"Código Padrão";18;"Gestão do Planejamento Governamental";2246;"Gestão dos Instrumentos de Planejamento do Estado";4;"Administração";121;"Planejamento e Orçamento";4;0;0;0;0;0;0;0;0;0;0
"19103";7;2025;"valr_marco";"PMRR";"1700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";3494;"Construção de Quartéis e Casas de Apoio da PMRR";6;"Segurança Pública";181;"Policiamento";4;4380606;0;4380606;0;0;0;0;0;0;4380606
"21101";4;2025;"valr_marco";"SEINF";"2501";"Outros Recursos não Vinculados - EA";0;"Código Padrão";43;"Infraestrutura em Obras Públicas e Urbanismo ";3536;"Obras de Infraestrutura Urbanística";15;"Urbanismo";451;"Infraestrutura Urbana";4;0;0;0;0;0;0;0;0;0;0
"19105";7;2025;"valr_marco";"PCRR";"1706";"Transferência Especial da União";3110;"Emendas Parlamentares Individuais - União";37;"Segurança e Defesa do Cidadão";3290;"Construção das Unidades de Polícia Civil e Técnica";6;"Segurança Pública";181;"Policiamento";4;0;0;0;0;0;0;0;0;0;0
"22301";1;2025;"valr_marco";"JUCERR";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4134;"Manutenção e Conservação de Bens Imóveis da JUCERR";23;"Comércio e Serviço";122;"Administração Geral";4;30;0;30;0;0;0;0;0;0;30
"27101";1;2025;"valr_marco";"SEPI";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";10;"Apoio Administrativo";4330;"Manutenção de Serviços Administrativos Gerais da  SEPI";20;"Agricultura";122;"Administração Geral";4;300000;750;300000;750;0;0;0;0;0;299250
"18303";8;2025;"valr_marco";"IATER-RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";84;"Ciência, Tecnologia, Pesquisa e Desenvolvimento";2420;"Apoio a Iniciativa de Inovações no Âmbito Rural";19;"Ciência e Tecnologia";606;"Extensão Rural";4;250000;0;250000;0;0;0;0;0;0;250000
"22301";1;2025;"valr_marco";"JUCERR";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4334;"Manutenção de Serviços Administrativos Gerais da JUCERR";23;"Comércio e Serviço";122;"Administração Geral";6;10;0;10;0;0;0;0;0;0;10
"13401";1;2025;"valr_marco";"RADIORAIMA";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";13;"Divulgação e Difusão de Informações";2018;"Operacionalização das Ações de Radiodifusão e de Multiplataformas Digitais na Internet";24;"Comunicações";722;"Telecomunicações";1;4688386;2181200,38;4788386;2181200,38;1173532,79;991356,61;0;0;0;2607185,62
"18301";1;2025;"valr_marco";"ITERAIMA";"1501";"Outros Recursos não Vinculados";150;"Recursos Próprio da Entidade - UOS";10;"Apoio Administrativo";4413;"Administração de Recursos Humanos do ITERAIMA";21;"Organização Agrária";122;"Administração Geral";1;0;0;0;0;0;0;0;0;0;0
"18303";2;2025;"valr_marco";"IATER-RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";58;"Assistência Técnica e Extensão Rural ";2209;"Implementação dos Serviços de Assistência Técnica e Extensão Rural";20;"Agricultura";606;"Extensão Rural";3;4392400;2394846,86;4392400;2390646,86;1448283,64;1446483,64;0;0;0;1997553,14
"19301";7;2025;"valr_marco";"DETRAN/RR";"1500";"Recursos não Vinculados de Impostos ";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2046;"Emissão e Renovação da Carteira Nacional de Habilitação";6;"Segurança Pública";183;"Informação e Inteligência";3;200000;200000;200000;200000;172822,6;0;0;0;0;0
"19301";7;2025;"valr_marco";"DETRAN/RR";"1700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";0;"Código Padrão";37;"Segurança e Defesa do Cidadão";2288;"Educação Para o Trânsito";6;"Segurança Pública";131;"Comunicação Social";3;185229;0;185229;0;0;0;0;0;0;185229
